,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_38_FastText_historicalVAD.tsv,0.851,0.0,0.4724,0.0028,0.3672,0.0233,0.5635
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_39_FastText_historicalVAD.tsv,0.8724,0.0,0.4594,0.0037,0.3883,0.016,0.5734
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_3_FastText_historicalVAD.tsv,0.8379,0.0,0.4694,0.0029,0.3801,0.0186,0.5625
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_40_FastText_historicalVAD.tsv,0.8748,0.0,0.4562,0.004,0.3997,0.0129,0.5769
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_41_FastText_historicalVAD.tsv,0.8885,0.0,0.4539,0.0042,0.4599,0.0037,0.6008
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_42_FastText_historicalVAD.tsv,0.8633,0.0,0.5126,0.001,0.4964,0.0015,0.6241
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_43_FastText_historicalVAD.tsv,0.859,0.0,0.404,0.0119,0.3435,0.0347,0.5355
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_44_FastText_historicalVAD.tsv,0.8607,0.0,0.5035,0.0013,0.3289,0.0438,0.5644
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_45_FastText_historicalVAD.tsv,0.867,0.0,0.473,0.0027,0.3933,0.0146,0.5778
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_46_FastText_historicalVAD.tsv,0.8542,0.0,0.4628,0.0034,0.364,0.0247,0.5603
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_47_FastText_historicalVAD.tsv,0.8687,0.0,0.4735,0.0027,0.415,0.0096,0.5857
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_48_FastText_historicalVAD.tsv,0.8561,0.0,0.4868,0.0019,0.4284,0.0073,0.5904
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_49_FastText_historicalVAD.tsv,0.8467,0.0,0.3783,0.0192,0.3872,0.0163,0.5374
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_4_FastText_historicalVAD.tsv,0.8706,0.0,0.4557,0.004,0.4212,0.0084,0.5825
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_50_FastText_historicalVAD.tsv,0.8573,0.0,0.4877,0.0019,0.3957,0.0139,0.5802
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_5_FastText_historicalVAD.tsv,0.8406,0.0,0.3842,0.0172,0.342,0.0356,0.5223
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_6_FastText_historicalVAD.tsv,0.8634,0.0,0.435,0.0064,0.5085,0.0011,0.6023
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_7_FastText_historicalVAD.tsv,0.83,0.0,0.4609,0.0036,0.3452,0.0338,0.5453
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_8_FastText_historicalVAD.tsv,0.8677,0.0,0.4598,0.0037,0.4124,0.0101,0.58
stable_words\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_9_FastText_historicalVAD.tsv,0.8636,0.0,0.4197,0.0087,0.3943,0.0143,0.5592
Mean,0.860386,0.0,0.46087599999999995,0.004548,0.4006060000000001,0.016508000000000002,0.5739599999999999
