,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_21_SGNS_historicalVAD.tsv,0.7631,0.0,0.5235,0.0007,0.0669,0.6899,0.4512
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_22_SGNS_historicalVAD.tsv,0.7683,0.0,0.5277,0.0007,0.0692,0.6796,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_23_SGNS_historicalVAD.tsv,0.76,0.0,0.5199,0.0008,0.0679,0.6854,0.4493
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_24_SGNS_historicalVAD.tsv,0.7616,0.0,0.5321,0.0006,0.0905,0.589,0.4614
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_25_SGNS_historicalVAD.tsv,0.7636,0.0,0.519,0.0008,0.0752,0.6538,0.4526
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_26_SGNS_historicalVAD.tsv,0.7696,0.0,0.5365,0.0005,0.0733,0.6617,0.4598
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_27_SGNS_historicalVAD.tsv,0.7627,0.0,0.5379,0.0005,0.0711,0.6715,0.4572
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_28_SGNS_historicalVAD.tsv,0.7693,0.0,0.5384,0.0005,0.071,0.672,0.4595
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_29_SGNS_historicalVAD.tsv,0.7701,0.0,0.5337,0.0006,0.0815,0.6265,0.4618
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_2_SGNS_historicalVAD.tsv,0.766,0.0,0.528,0.0007,0.0612,0.7151,0.4518
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_30_SGNS_historicalVAD.tsv,0.7734,0.0,0.54,0.0005,0.0823,0.6233,0.4652
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_31_SGNS_historicalVAD.tsv,0.7668,0.0,0.5276,0.0007,0.069,0.6807,0.4544
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_32_SGNS_historicalVAD.tsv,0.7654,0.0,0.5327,0.0006,0.0817,0.6257,0.4599
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_33_SGNS_historicalVAD.tsv,0.7668,0.0,0.5346,0.0005,0.0806,0.6306,0.4606
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_34_SGNS_historicalVAD.tsv,0.7703,0.0,0.5255,0.0007,0.071,0.6719,0.4556
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_35_SGNS_historicalVAD.tsv,0.7633,0.0,0.5339,0.0006,0.0576,0.7314,0.4516
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_36_SGNS_historicalVAD.tsv,0.7637,0.0,0.5362,0.0005,0.0734,0.6614,0.4577
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_37_SGNS_historicalVAD.tsv,0.7672,0.0,0.5353,0.0005,0.0636,0.7042,0.4554
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_38_SGNS_historicalVAD.tsv,0.7695,0.0,0.5371,0.0005,0.0702,0.6753,0.4589
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_39_SGNS_historicalVAD.tsv,0.7754,0.0,0.5458,0.0004,0.074,0.659,0.465
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_3_SGNS_historicalVAD.tsv,0.7619,0.0,0.5261,0.0007,0.0612,0.7151,0.4497
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_40_SGNS_historicalVAD.tsv,0.7689,0.0,0.5339,0.0006,0.0592,0.7241,0.454
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_41_SGNS_historicalVAD.tsv,0.7559,0.0,0.5309,0.0006,0.0794,0.6354,0.4554
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_42_SGNS_historicalVAD.tsv,0.7674,0.0,0.5331,0.0006,0.0594,0.7233,0.4533
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_43_SGNS_historicalVAD.tsv,0.7638,0.0,0.533,0.0006,0.0663,0.6926,0.4544
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_44_SGNS_historicalVAD.tsv,0.7552,0.0,0.5332,0.0006,0.0854,0.6104,0.4579
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_45_SGNS_historicalVAD.tsv,0.7703,0.0,0.5404,0.0005,0.0767,0.6473,0.4624
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_46_SGNS_historicalVAD.tsv,0.7657,0.0,0.5236,0.0007,0.0867,0.6049,0.4587
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_47_SGNS_historicalVAD.tsv,0.7535,0.0,0.5211,0.0008,0.0811,0.6285,0.4519
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_48_SGNS_historicalVAD.tsv,0.773,0.0,0.5352,0.0005,0.075,0.6547,0.4611
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_49_SGNS_historicalVAD.tsv,0.7701,0.0,0.5357,0.0005,0.0881,0.5989,0.4646
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_4_SGNS_historicalVAD.tsv,0.7563,0.0,0.5276,0.0007,0.0551,0.7425,0.4463
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_50_SGNS_historicalVAD.tsv,0.7668,0.0,0.5295,0.0006,0.0906,0.5886,0.4623
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_5_SGNS_historicalVAD.tsv,0.7571,0.0,0.5409,0.0005,0.0834,0.6185,0.4605
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_6_SGNS_historicalVAD.tsv,0.7686,0.0,0.5287,0.0006,0.0894,0.5936,0.4622
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_7_SGNS_historicalVAD.tsv,0.7669,0.0,0.5359,0.0005,0.0676,0.6867,0.4568
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_8_SGNS_historicalVAD.tsv,0.766,0.0,0.5416,0.0004,0.0899,0.5915,0.4658
stable_words\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_9_SGNS_historicalVAD.tsv,0.7641,0.0,0.5359,0.0005,0.0638,0.7037,0.4546
Mean,0.7657599999999998,0.0,0.532338,0.000588,0.07312400000000001,0.663142,0.457064
