,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner3000\Warriner_3000_31_FastText_historicalVAD.tsv,0.7338,0.0,0.628,0.0,0.3372,0.0358,0.5664
stable_words\FastText_kNN\Warriner3000\Warriner_3000_32_FastText_historicalVAD.tsv,0.7124,0.0,0.6847,0.0,0.3915,0.0137,0.5962
stable_words\FastText_kNN\Warriner3000\Warriner_3000_33_FastText_historicalVAD.tsv,0.7666,0.0,0.5909,0.0001,0.3061,0.0581,0.5545
stable_words\FastText_kNN\Warriner3000\Warriner_3000_34_FastText_historicalVAD.tsv,0.739,0.0,0.6583,0.0,0.3249,0.0436,0.5741
stable_words\FastText_kNN\Warriner3000\Warriner_3000_35_FastText_historicalVAD.tsv,0.7053,0.0,0.6497,0.0,0.3603,0.0242,0.5718
stable_words\FastText_kNN\Warriner3000\Warriner_3000_36_FastText_historicalVAD.tsv,0.7279,0.0,0.6513,0.0,0.4137,0.0088,0.5977
stable_words\FastText_kNN\Warriner3000\Warriner_3000_37_FastText_historicalVAD.tsv,0.7383,0.0,0.678,0.0,0.3369,0.036,0.5844
stable_words\FastText_kNN\Warriner3000\Warriner_3000_38_FastText_historicalVAD.tsv,0.7313,0.0,0.6721,0.0,0.3965,0.0125,0.6
stable_words\FastText_kNN\Warriner3000\Warriner_3000_39_FastText_historicalVAD.tsv,0.7736,0.0,0.6149,0.0,0.3268,0.0423,0.5718
stable_words\FastText_kNN\Warriner3000\Warriner_3000_3_FastText_historicalVAD.tsv,0.7211,0.0,0.6618,0.0,0.3652,0.0222,0.5827
stable_words\FastText_kNN\Warriner3000\Warriner_3000_40_FastText_historicalVAD.tsv,0.7375,0.0,0.7237,0.0,0.4045,0.0106,0.6219
stable_words\FastText_kNN\Warriner3000\Warriner_3000_41_FastText_historicalVAD.tsv,0.7239,0.0,0.6241,0.0,0.3815,0.0166,0.5765
stable_words\FastText_kNN\Warriner3000\Warriner_3000_42_FastText_historicalVAD.tsv,0.7439,0.0,0.6689,0.0,0.3893,0.0143,0.6007
stable_words\FastText_kNN\Warriner3000\Warriner_3000_43_FastText_historicalVAD.tsv,0.7474,0.0,0.671,0.0,0.4259,0.0069,0.6148
stable_words\FastText_kNN\Warriner3000\Warriner_3000_44_FastText_historicalVAD.tsv,0.7706,0.0,0.7426,0.0,0.3854,0.0154,0.6329
stable_words\FastText_kNN\Warriner3000\Warriner_3000_45_FastText_historicalVAD.tsv,0.6649,0.0,0.6489,0.0,0.1887,0.2498,0.5009
stable_words\FastText_kNN\Warriner3000\Warriner_3000_46_FastText_historicalVAD.tsv,0.7611,0.0,0.6829,0.0,0.3678,0.0212,0.604
stable_words\FastText_kNN\Warriner3000\Warriner_3000_47_FastText_historicalVAD.tsv,0.7764,0.0,0.6423,0.0,0.3666,0.0217,0.5951
stable_words\FastText_kNN\Warriner3000\Warriner_3000_48_FastText_historicalVAD.tsv,0.7006,0.0,0.7129,0.0,0.371,0.0201,0.5948
stable_words\FastText_kNN\Warriner3000\Warriner_3000_49_FastText_historicalVAD.tsv,0.7498,0.0,0.7256,0.0,0.459,0.0033,0.6448
stable_words\FastText_kNN\Warriner3000\Warriner_3000_4_FastText_historicalVAD.tsv,0.7578,0.0,0.6985,0.0,0.3648,0.0224,0.607
stable_words\FastText_kNN\Warriner3000\Warriner_3000_50_FastText_historicalVAD.tsv,0.6912,0.0,0.6603,0.0,0.3621,0.0235,0.5712
stable_words\FastText_kNN\Warriner3000\Warriner_3000_5_FastText_historicalVAD.tsv,0.681,0.0,0.5388,0.0004,0.3502,0.0288,0.5233
stable_words\FastText_kNN\Warriner3000\Warriner_3000_6_FastText_historicalVAD.tsv,0.7951,0.0,0.7406,0.0,0.4947,0.0014,0.6768
stable_words\FastText_kNN\Warriner3000\Warriner_3000_7_FastText_historicalVAD.tsv,0.7654,0.0,0.6176,0.0,0.53,0.0005,0.6377
stable_words\FastText_kNN\Warriner3000\Warriner_3000_8_FastText_historicalVAD.tsv,0.7578,0.0,0.6802,0.0,0.4202,0.0077,0.6194
stable_words\FastText_kNN\Warriner3000\Warriner_3000_9_FastText_historicalVAD.tsv,0.6981,0.0,0.6142,0.0,0.2917,0.0716,0.5347
Mean,0.7338740000000001,0.0,0.6680459999999999,2e-05,0.37364400000000003,0.032055999999999994,0.59186
