,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_34_FastText_historicalVAD.tsv,0.8576,0.0,0.6195,0.0,0.5238,0.0006,0.667
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_35_FastText_historicalVAD.tsv,0.8515,0.0,0.5831,0.0001,0.5443,0.0003,0.6596
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_36_FastText_historicalVAD.tsv,0.858,0.0,0.612,0.0,0.5235,0.0006,0.6645
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_37_FastText_historicalVAD.tsv,0.8654,0.0,0.5922,0.0001,0.5133,0.0008,0.657
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_38_FastText_historicalVAD.tsv,0.8466,0.0,0.6388,0.0,0.5363,0.0004,0.6739
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_39_FastText_historicalVAD.tsv,0.8475,0.0,0.6073,0.0,0.5334,0.0005,0.6627
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_3_FastText_historicalVAD.tsv,0.8688,0.0,0.6371,0.0,0.5214,0.0007,0.6758
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_40_FastText_historicalVAD.tsv,0.843,0.0,0.5804,0.0001,0.5396,0.0004,0.6543
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_41_FastText_historicalVAD.tsv,0.8659,0.0,0.5951,0.0001,0.5293,0.0005,0.6634
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_42_FastText_historicalVAD.tsv,0.8452,0.0,0.5842,0.0001,0.5058,0.001,0.6451
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_43_FastText_historicalVAD.tsv,0.844,0.0,0.6136,0.0,0.4943,0.0014,0.6506
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_44_FastText_historicalVAD.tsv,0.8575,0.0,0.6273,0.0,0.5327,0.0005,0.6725
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_45_FastText_historicalVAD.tsv,0.8468,0.0,0.6168,0.0,0.5017,0.0011,0.6551
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_46_FastText_historicalVAD.tsv,0.8623,0.0,0.6239,0.0,0.5152,0.0008,0.6671
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_47_FastText_historicalVAD.tsv,0.8537,0.0,0.6063,0.0,0.5492,0.0003,0.6697
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_48_FastText_historicalVAD.tsv,0.8539,0.0,0.6161,0.0,0.51,0.0009,0.66
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_49_FastText_historicalVAD.tsv,0.8473,0.0,0.6322,0.0,0.5008,0.0012,0.6601
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_4_FastText_historicalVAD.tsv,0.8539,0.0,0.6543,0.0,0.56,0.0002,0.6894
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_50_FastText_historicalVAD.tsv,0.8592,0.0,0.6598,0.0,0.5268,0.0006,0.6819
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_5_FastText_historicalVAD.tsv,0.8439,0.0,0.5708,0.0001,0.5171,0.0007,0.6439
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_6_FastText_historicalVAD.tsv,0.8404,0.0,0.6418,0.0,0.5536,0.0003,0.6786
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_7_FastText_historicalVAD.tsv,0.8544,0.0,0.5803,0.0001,0.5578,0.0002,0.6641
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_8_FastText_historicalVAD.tsv,0.8527,0.0,0.6354,0.0,0.5239,0.0006,0.6707
stable_words\FastText_LinearRegression\Warriner5000\Warriner_5000_9_FastText_historicalVAD.tsv,0.8589,0.0,0.6257,0.0,0.5326,0.0005,0.6724
Mean,0.852606,0.0,0.6122580000000001,5e-05,0.52637,0.000654,0.663742
