,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_26_SGNS_historicalVAD.tsv,0.8873,0.0,0.4725,0.0027,0.5505,0.0003,0.6368
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_27_SGNS_historicalVAD.tsv,0.8931,0.0,0.4606,0.0036,0.542,0.0004,0.6319
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_28_SGNS_historicalVAD.tsv,0.8866,0.0,0.467,0.0031,0.5239,0.0007,0.6258
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_29_SGNS_historicalVAD.tsv,0.8898,0.0,0.4781,0.0024,0.5374,0.0005,0.6351
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_2_SGNS_historicalVAD.tsv,0.8902,0.0,0.4727,0.0027,0.5314,0.0006,0.6314
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_30_SGNS_historicalVAD.tsv,0.8935,0.0,0.4763,0.0025,0.529,0.0006,0.6329
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_31_SGNS_historicalVAD.tsv,0.888,0.0,0.4656,0.0032,0.5321,0.0006,0.6286
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_32_SGNS_historicalVAD.tsv,0.8919,0.0,0.4663,0.0032,0.5534,0.0003,0.6372
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_33_SGNS_historicalVAD.tsv,0.8916,0.0,0.459,0.0038,0.5304,0.0006,0.627
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_34_SGNS_historicalVAD.tsv,0.8882,0.0,0.4597,0.0037,0.5559,0.0003,0.6346
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_35_SGNS_historicalVAD.tsv,0.8872,0.0,0.4534,0.0043,0.5461,0.0004,0.6289
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_36_SGNS_historicalVAD.tsv,0.8889,0.0,0.4639,0.0033,0.5434,0.0004,0.6321
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_37_SGNS_historicalVAD.tsv,0.8851,0.0,0.4667,0.0031,0.5421,0.0004,0.6313
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_38_SGNS_historicalVAD.tsv,0.8875,0.0,0.4724,0.0027,0.5334,0.0006,0.6311
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_39_SGNS_historicalVAD.tsv,0.8885,0.0,0.4701,0.0029,0.5467,0.0004,0.6351
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_3_SGNS_historicalVAD.tsv,0.8873,0.0,0.4608,0.0036,0.5379,0.0005,0.6286
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_40_SGNS_historicalVAD.tsv,0.8877,0.0,0.4711,0.0028,0.5312,0.0006,0.63
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_41_SGNS_historicalVAD.tsv,0.8853,0.0,0.4687,0.003,0.5502,0.0003,0.6347
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_42_SGNS_historicalVAD.tsv,0.8882,0.0,0.4659,0.0032,0.5515,0.0003,0.6352
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_43_SGNS_historicalVAD.tsv,0.8903,0.0,0.4732,0.0027,0.549,0.0004,0.6375
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_44_SGNS_historicalVAD.tsv,0.8863,0.0,0.4771,0.0025,0.5531,0.0003,0.6388
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_45_SGNS_historicalVAD.tsv,0.89,0.0,0.4691,0.003,0.5371,0.0005,0.6321
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_46_SGNS_historicalVAD.tsv,0.8878,0.0,0.4655,0.0032,0.5281,0.0007,0.6271
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_47_SGNS_historicalVAD.tsv,0.891,0.0,0.4674,0.0031,0.543,0.0004,0.6338
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_48_SGNS_historicalVAD.tsv,0.8876,0.0,0.4718,0.0028,0.5566,0.0003,0.6387
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_49_SGNS_historicalVAD.tsv,0.8889,0.0,0.4684,0.003,0.5416,0.0004,0.6329
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_4_SGNS_historicalVAD.tsv,0.8883,0.0,0.4664,0.0032,0.5313,0.0006,0.6286
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_50_SGNS_historicalVAD.tsv,0.8854,0.0,0.4796,0.0023,0.5391,0.0005,0.6347
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_5_SGNS_historicalVAD.tsv,0.8856,0.0,0.4809,0.0022,0.5416,0.0004,0.636
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_6_SGNS_historicalVAD.tsv,0.8842,0.0,0.481,0.0022,0.5533,0.0003,0.6395
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_7_SGNS_historicalVAD.tsv,0.8879,0.0,0.4569,0.0039,0.5378,0.0005,0.6275
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_8_SGNS_historicalVAD.tsv,0.8868,0.0,0.4808,0.0022,0.5467,0.0004,0.6381
stable_words\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_9_SGNS_historicalVAD.tsv,0.8879,0.0,0.4676,0.0031,0.546,0.0004,0.6338
Mean,0.88836,0.0,0.467968,0.003082,0.5421480000000001,0.00045200000000000004,0.632816
