,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_33_FastText_historicalVAD.tsv,0.8746,0.0,0.4807,0.0023,0.3808,0.0183,0.5787
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_34_FastText_historicalVAD.tsv,0.8674,0.0,0.4734,0.0027,0.4175,0.0091,0.5861
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_35_FastText_historicalVAD.tsv,0.8721,0.0,0.4817,0.0022,0.4106,0.0104,0.5882
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_36_FastText_historicalVAD.tsv,0.8739,0.0,0.4607,0.0036,0.4373,0.006,0.5906
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_37_FastText_historicalVAD.tsv,0.8703,0.0,0.493,0.0017,0.3997,0.0129,0.5876
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_38_FastText_historicalVAD.tsv,0.8698,0.0,0.4836,0.0021,0.4079,0.011,0.5871
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_39_FastText_historicalVAD.tsv,0.8739,0.0,0.4988,0.0014,0.3944,0.0143,0.589
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_3_FastText_historicalVAD.tsv,0.8683,0.0,0.4598,0.0037,0.4278,0.0074,0.5853
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_40_FastText_historicalVAD.tsv,0.8776,0.0,0.4579,0.0038,0.4343,0.0064,0.59
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_41_FastText_historicalVAD.tsv,0.8741,0.0,0.4684,0.003,0.4185,0.0089,0.587
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_42_FastText_historicalVAD.tsv,0.8793,0.0,0.4796,0.0023,0.3813,0.0182,0.5801
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_43_FastText_historicalVAD.tsv,0.875,0.0,0.471,0.0028,0.4696,0.0029,0.6052
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_44_FastText_historicalVAD.tsv,0.8762,0.0,0.4588,0.0038,0.4153,0.0095,0.5834
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_45_FastText_historicalVAD.tsv,0.8679,0.0,0.4741,0.0026,0.3965,0.0137,0.5795
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_46_FastText_historicalVAD.tsv,0.867,0.0,0.4687,0.003,0.4217,0.0084,0.5858
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_47_FastText_historicalVAD.tsv,0.8659,0.0,0.4831,0.0021,0.4044,0.0118,0.5845
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_48_FastText_historicalVAD.tsv,0.8681,0.0,0.4761,0.0025,0.4349,0.0064,0.593
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_49_FastText_historicalVAD.tsv,0.8737,0.0,0.4679,0.0031,0.4015,0.0125,0.581
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_4_FastText_historicalVAD.tsv,0.8788,0.0,0.4254,0.0078,0.4186,0.0089,0.5742
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_50_FastText_historicalVAD.tsv,0.8729,0.0,0.4753,0.0026,0.4458,0.005,0.598
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_5_FastText_historicalVAD.tsv,0.8678,0.0,0.4433,0.0053,0.413,0.01,0.5747
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_6_FastText_historicalVAD.tsv,0.8638,0.0,0.5143,0.001,0.4211,0.0085,0.5997
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_7_FastText_historicalVAD.tsv,0.8646,0.0,0.4436,0.0053,0.3928,0.0147,0.567
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_8_FastText_historicalVAD.tsv,0.8707,0.0,0.5109,0.001,0.4118,0.0102,0.5978
stable_words\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_9_FastText_historicalVAD.tsv,0.8816,0.0,0.4733,0.0027,0.4544,0.0042,0.6031
Mean,0.8718320000000002,0.0,0.472944,0.002906,0.416184,0.010020000000000003,0.586978
