,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_21_SGNS_historicalVAD.tsv,0.8923,0.0,0.4448,0.0051,0.4741,0.0026,0.6037
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_22_SGNS_historicalVAD.tsv,0.8929,0.0,0.4603,0.0036,0.5537,0.0003,0.6356
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_23_SGNS_historicalVAD.tsv,0.9012,0.0,0.4951,0.0016,0.5063,0.0012,0.6342
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_24_SGNS_historicalVAD.tsv,0.8921,0.0,0.4315,0.0068,0.5326,0.0006,0.6187
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_25_SGNS_historicalVAD.tsv,0.8826,0.0,0.4628,0.0034,0.5285,0.0006,0.6246
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_26_SGNS_historicalVAD.tsv,0.8838,0.0,0.4594,0.0037,0.5777,0.0001,0.6403
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_27_SGNS_historicalVAD.tsv,0.8701,0.0,0.514,0.001,0.4873,0.0019,0.6238
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_28_SGNS_historicalVAD.tsv,0.9043,0.0,0.4715,0.0028,0.5283,0.0007,0.6347
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_29_SGNS_historicalVAD.tsv,0.8862,0.0,0.4831,0.0021,0.5684,0.0002,0.6459
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_2_SGNS_historicalVAD.tsv,0.8583,0.0,0.4794,0.0023,0.5217,0.0008,0.6198
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_30_SGNS_historicalVAD.tsv,0.8906,0.0,0.4721,0.0028,0.5376,0.0005,0.6334
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_31_SGNS_historicalVAD.tsv,0.883,0.0,0.4476,0.0048,0.534,0.0006,0.6215
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_32_SGNS_historicalVAD.tsv,0.8677,0.0,0.4425,0.0054,0.5522,0.0003,0.6208
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_33_SGNS_historicalVAD.tsv,0.8811,0.0,0.4778,0.0024,0.5993,0.0001,0.6527
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_34_SGNS_historicalVAD.tsv,0.8942,0.0,0.4975,0.0015,0.4736,0.0027,0.6218
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_35_SGNS_historicalVAD.tsv,0.8911,0.0,0.4531,0.0043,0.4938,0.0016,0.6127
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_36_SGNS_historicalVAD.tsv,0.8904,0.0,0.393,0.0146,0.5515,0.0003,0.6116
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_37_SGNS_historicalVAD.tsv,0.8871,0.0,0.4111,0.0104,0.5564,0.0003,0.6182
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_38_SGNS_historicalVAD.tsv,0.8763,0.0,0.454,0.0042,0.5702,0.0002,0.6335
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_39_SGNS_historicalVAD.tsv,0.8854,0.0,0.4815,0.0022,0.448,0.0048,0.605
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_3_SGNS_historicalVAD.tsv,0.9061,0.0,0.4825,0.0022,0.538,0.0005,0.6422
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_40_SGNS_historicalVAD.tsv,0.8831,0.0,0.4831,0.0021,0.4802,0.0023,0.6155
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_41_SGNS_historicalVAD.tsv,0.8804,0.0,0.4929,0.0017,0.5097,0.0011,0.6277
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_42_SGNS_historicalVAD.tsv,0.8816,0.0,0.4745,0.0026,0.6159,0.0,0.6573
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_43_SGNS_historicalVAD.tsv,0.8799,0.0,0.4924,0.0017,0.4316,0.0068,0.6013
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_44_SGNS_historicalVAD.tsv,0.8912,0.0,0.471,0.0028,0.4887,0.0018,0.617
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_45_SGNS_historicalVAD.tsv,0.8821,0.0,0.4683,0.003,0.4857,0.002,0.612
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_46_SGNS_historicalVAD.tsv,0.8785,0.0,0.4361,0.0062,0.5394,0.0005,0.618
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_47_SGNS_historicalVAD.tsv,0.9003,0.0,0.4723,0.0028,0.52,0.0008,0.6309
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_48_SGNS_historicalVAD.tsv,0.8799,0.0,0.4281,0.0073,0.5566,0.0003,0.6215
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_49_SGNS_historicalVAD.tsv,0.8947,0.0,0.4406,0.0056,0.4703,0.0029,0.6019
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_4_SGNS_historicalVAD.tsv,0.882,0.0,0.429,0.0072,0.4941,0.0016,0.6017
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_50_SGNS_historicalVAD.tsv,0.8782,0.0,0.4124,0.0101,0.5074,0.0011,0.5993
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_5_SGNS_historicalVAD.tsv,0.8896,0.0,0.4699,0.0029,0.4819,0.0022,0.6138
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_6_SGNS_historicalVAD.tsv,0.8854,0.0,0.4245,0.0079,0.5424,0.0004,0.6174
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_7_SGNS_historicalVAD.tsv,0.891,0.0,0.4825,0.0022,0.4889,0.0018,0.6208
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_8_SGNS_historicalVAD.tsv,0.8916,0.0,0.4244,0.0079,0.5155,0.0009,0.6105
stable_words\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_9_SGNS_historicalVAD.tsv,0.8822,0.0,0.4466,0.0049,0.5779,0.0001,0.6355
Mean,0.8845919999999998,0.0,0.462626,0.004019999999999999,0.5180279999999999,0.0012940000000000002,0.6217440000000001
