,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_45_FastText_historicalVAD.tsv,0.8503,0.0,0.6228,0.0,0.5212,0.0007,0.6648
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_46_FastText_historicalVAD.tsv,0.8426,0.0,0.6207,0.0,0.5177,0.0007,0.6604
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_47_FastText_historicalVAD.tsv,0.8484,0.0,0.5964,0.0001,0.5184,0.0007,0.6544
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_48_FastText_historicalVAD.tsv,0.8608,0.0,0.602,0.0001,0.5144,0.0008,0.6591
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_49_FastText_historicalVAD.tsv,0.8638,0.0,0.5849,0.0001,0.5374,0.0004,0.662
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_4_FastText_historicalVAD.tsv,0.856,0.0,0.5828,0.0001,0.5132,0.0008,0.6506
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_50_FastText_historicalVAD.tsv,0.8603,0.0,0.6193,0.0,0.5313,0.0005,0.6703
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_5_FastText_historicalVAD.tsv,0.8542,0.0,0.5653,0.0002,0.5321,0.0005,0.6505
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_6_FastText_historicalVAD.tsv,0.8575,0.0,0.6163,0.0,0.5169,0.0008,0.6636
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_7_FastText_historicalVAD.tsv,0.8592,0.0,0.5965,0.0001,0.5213,0.0007,0.659
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_8_FastText_historicalVAD.tsv,0.8623,0.0,0.6248,0.0,0.565,0.0002,0.684
stable_words\FastText_LinearRegression\Warriner6000\Warriner_6000_9_FastText_historicalVAD.tsv,0.862,0.0,0.6316,0.0,0.5431,0.0004,0.6789
Mean,0.855872,0.0,0.609096,4.8e-05,0.527016,0.0006399999999999998,0.6639919999999999
