,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_21_SGNS_historicalVAD.tsv,0.8829,0.0,0.4381,0.0059,0.5546,0.0003,0.6252
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_22_SGNS_historicalVAD.tsv,0.8913,0.0,0.4459,0.005,0.5005,0.0014,0.6125
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_23_SGNS_historicalVAD.tsv,0.8915,0.0,0.4782,0.0024,0.527,0.0007,0.6322
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_24_SGNS_historicalVAD.tsv,0.8868,0.0,0.4748,0.0026,0.513,0.001,0.6249
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_25_SGNS_historicalVAD.tsv,0.8861,0.0,0.4757,0.0025,0.5043,0.0012,0.6221
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_26_SGNS_historicalVAD.tsv,0.8944,0.0,0.4545,0.0041,0.5548,0.0003,0.6345
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_27_SGNS_historicalVAD.tsv,0.8884,0.0,0.468,0.003,0.5695,0.0002,0.6419
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_28_SGNS_historicalVAD.tsv,0.8768,0.0,0.4623,0.0035,0.5298,0.0006,0.623
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_29_SGNS_historicalVAD.tsv,0.8918,0.0,0.4554,0.0041,0.5029,0.0013,0.6167
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_2_SGNS_historicalVAD.tsv,0.8883,0.0,0.4603,0.0036,0.5375,0.0005,0.6287
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_30_SGNS_historicalVAD.tsv,0.8794,0.0,0.5014,0.0013,0.5337,0.0006,0.6382
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_31_SGNS_historicalVAD.tsv,0.8901,0.0,0.4558,0.004,0.497,0.0015,0.6143
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_32_SGNS_historicalVAD.tsv,0.8826,0.0,0.4564,0.004,0.5633,0.0002,0.6341
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_33_SGNS_historicalVAD.tsv,0.8791,0.0,0.4516,0.0044,0.5247,0.0007,0.6185
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_34_SGNS_historicalVAD.tsv,0.8798,0.0,0.4901,0.0018,0.5202,0.0008,0.63
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_35_SGNS_historicalVAD.tsv,0.8966,0.0,0.4528,0.0043,0.5287,0.0006,0.626
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_36_SGNS_historicalVAD.tsv,0.8835,0.0,0.4549,0.0041,0.5365,0.0005,0.625
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_37_SGNS_historicalVAD.tsv,0.88,0.0,0.4339,0.0065,0.5074,0.0011,0.6071
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_38_SGNS_historicalVAD.tsv,0.8946,0.0,0.4698,0.0029,0.5579,0.0003,0.6408
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_39_SGNS_historicalVAD.tsv,0.8922,0.0,0.5102,0.0011,0.5394,0.0005,0.6473
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_3_SGNS_historicalVAD.tsv,0.8811,0.0,0.4852,0.002,0.5457,0.0004,0.6374
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_40_SGNS_historicalVAD.tsv,0.8792,0.0,0.4733,0.0027,0.5496,0.0004,0.6341
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_41_SGNS_historicalVAD.tsv,0.885,0.0,0.4439,0.0052,0.5025,0.0013,0.6105
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_42_SGNS_historicalVAD.tsv,0.8865,0.0,0.4434,0.0053,0.5213,0.0008,0.6171
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_43_SGNS_historicalVAD.tsv,0.8869,0.0,0.4565,0.004,0.5251,0.0007,0.6229
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_44_SGNS_historicalVAD.tsv,0.8809,0.0,0.4719,0.0028,0.504,0.0013,0.619
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_45_SGNS_historicalVAD.tsv,0.8926,0.0,0.4773,0.0024,0.5151,0.0009,0.6284
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_46_SGNS_historicalVAD.tsv,0.8926,0.0,0.4789,0.0024,0.5033,0.0013,0.6249
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_47_SGNS_historicalVAD.tsv,0.8915,0.0,0.4584,0.0038,0.5566,0.0003,0.6355
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_48_SGNS_historicalVAD.tsv,0.8732,0.0,0.4722,0.0028,0.5616,0.0002,0.6357
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_49_SGNS_historicalVAD.tsv,0.8817,0.0,0.4742,0.0026,0.5172,0.0009,0.6244
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_4_SGNS_historicalVAD.tsv,0.8729,0.0,0.4692,0.003,0.5304,0.0006,0.6242
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_50_SGNS_historicalVAD.tsv,0.8836,0.0,0.4601,0.0037,0.5326,0.0006,0.6254
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_5_SGNS_historicalVAD.tsv,0.8921,0.0,0.4533,0.0043,0.5196,0.0008,0.6217
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_6_SGNS_historicalVAD.tsv,0.886,0.0,0.4705,0.0029,0.5634,0.0002,0.64
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_7_SGNS_historicalVAD.tsv,0.8948,0.0,0.4641,0.0033,0.543,0.0004,0.634
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_8_SGNS_historicalVAD.tsv,0.8922,0.0,0.485,0.002,0.557,0.0003,0.6447
stable_words\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_9_SGNS_historicalVAD.tsv,0.8862,0.0,0.4919,0.0017,0.5622,0.0002,0.6468
Mean,0.8861220000000002,0.0,0.466804,0.003304,0.533064,0.000668,0.6286740000000001
