,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_38_FastText_historicalVAD.tsv,0.8193,0.0,0.5466,0.0003,0.5035,0.0011,0.6231
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_39_FastText_historicalVAD.tsv,0.8362,0.0,0.6806,0.0,0.4588,0.0033,0.6586
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_3_FastText_historicalVAD.tsv,0.8828,0.0,0.6316,0.0,0.5111,0.0009,0.6752
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_40_FastText_historicalVAD.tsv,0.7411,0.0,0.5749,0.0001,0.5538,0.0003,0.6232
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_41_FastText_historicalVAD.tsv,0.8248,0.0,0.4867,0.0017,0.4885,0.0016,0.6
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_42_FastText_historicalVAD.tsv,0.8425,0.0,0.5358,0.0004,0.581,0.0001,0.6531
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_43_FastText_historicalVAD.tsv,0.7827,0.0,0.6549,0.0,0.4849,0.0018,0.6408
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_44_FastText_historicalVAD.tsv,0.7822,0.0,0.5831,0.0001,0.4916,0.0015,0.6189
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_45_FastText_historicalVAD.tsv,0.8285,0.0,0.4856,0.0017,0.4671,0.0027,0.5937
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_46_FastText_historicalVAD.tsv,0.8586,0.0,0.5752,0.0001,0.4756,0.0022,0.6365
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_47_FastText_historicalVAD.tsv,0.7748,0.0,0.4682,0.0026,0.485,0.0018,0.576
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_48_FastText_historicalVAD.tsv,0.8461,0.0,0.5401,0.0004,0.5124,0.0009,0.6329
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_49_FastText_historicalVAD.tsv,0.8351,0.0,0.5791,0.0001,0.6163,0.0,0.6768
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_4_FastText_historicalVAD.tsv,0.8231,0.0,0.6132,0.0,0.5283,0.0005,0.6549
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_50_FastText_historicalVAD.tsv,0.8127,0.0,0.6385,0.0,0.5411,0.0004,0.6641
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_5_FastText_historicalVAD.tsv,0.8228,0.0,0.4784,0.0021,0.5472,0.0003,0.6161
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_6_FastText_historicalVAD.tsv,0.7956,0.0,0.5215,0.0007,0.4668,0.0027,0.5946
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_7_FastText_historicalVAD.tsv,0.8041,0.0,0.5776,0.0001,0.4154,0.0085,0.599
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_8_FastText_historicalVAD.tsv,0.816,0.0,0.5859,0.0001,0.5696,0.0002,0.6572
stable_words\FastText_LinearRegression\Warriner2000\Warriner_2000_9_FastText_historicalVAD.tsv,0.8301,0.0,0.6272,0.0,0.4776,0.0021,0.645
Mean,0.8245620000000001,0.0,0.56157,0.0007020000000000001,0.506514,0.0018560000000000002,0.6308699999999999
